global_event_id,corridor,event_id,handover_type,timestamp,from_cell_name,from_pci,from_band,to_cell_name,to_pci,to_band,time_since_prev_handover_s,distance_since_prev_handover_m,avg_speed_prev_segment_kmh,latitude_at_handover,longitude_at_handover,serving_rsrp_just_before_dbm,serving_rsrp_just_after_dbm
14,gulshan_banani_mohakhali,14,normal,09/06/2026 09:08:14.000,BD2498C,124,Band 1,eNB06004_SB,76,Band 3,16,67.7,15.2,23.795194,90.407058,-77.4,-72.9
15,gulshan_banani_mohakhali,15,normal,09/06/2026 09:09:30.000,eNB06004_SB,76,Band 3,URB-7926-C,117,Band 8,76,494.6,23.4,23.795552,90.402153,-82,-58.7
16,gulshan_banani_mohakhali,16,normal,09/06/2026 09:09:42.000,URB-7926-C,117,Band 8,RUSH9777A,118,Band 41,12,108.3,32.5,23.795577,90.401104,-70.5,-69.8
17,gulshan_banani_mohakhali,17,normal,09/06/2026 09:11:19.000,RUSH9777A,118,Band 41,BD2498C,124,Band 1,97,962.7,35.7,23.787249,90.399586,-86,-73.1
18,gulshan_banani_mohakhali,18,normal,09/06/2026 09:14:27.000,BD2498C,124,Band 1,eNB05980_SB,5,Band 3,188,1790.6,34.3,23.772478,90.401039,-82.4,-72.2
19,gulshan_banani_mohakhali,19,normal,09/06/2026 09:14:50.000,eNB05980_SB,5,Band 3,BD2802A,71,Band 1,23,277.3,43.4,23.774833,90.400175,-84.5,-72.2
20,gulshan_banani_mohakhali,20,normal,09/06/2026 09:15:54.000,BD2802A,71,Band 1,eNB02986_SB,158,Band 3,64,679.1,38.2,23.780616,90.398564,-80,-71.7
21,gulshan_banani_mohakhali,21,normal,09/06/2026 09:16:26.000,eNB02986_SB,158,Band 3,BD6743A,143,Band 1,32,346.8,39,23.783741,90.399031,-86.7,-75
22,gulshan_banani_mohakhali,22,normal,09/06/2026 09:16:46.000,BD6743A,143,Band 1,RUSH4551B,42,Band 41,20,237.5,42.7,23.785798,90.399362,-83.4,-76.5
23,gulshan_banani_mohakhali,23,normal,09/06/2026 09:17:07.000,RUSH4551B,42,Band 41,SITE7516.SECB,129,Band 41,21,236,40.5,23.787921,90.39968,-84.6,-73.1
24,gulshan_banani_mohakhali,24,normal,09/06/2026 09:17:22.000,SITE7516.SECB,129,Band 41,SITE3198.SECA,113,Band 41,15,156.4,37.5,23.789293,90.399886,-78.9,-75.2
25,gulshan_banani_mohakhali,25,normal,09/06/2026 09:17:54.000,SITE3198.SECA,113,Band 41,RUSH9777A,118,Band 41,32,148.4,16.7,23.79055,90.400058,-92.1,-73.6
26,gulshan_banani_mohakhali,26,normal,09/06/2026 09:18:10.000,RUSH9777A,118,Band 41,BD4819A,45,Band 1,16,88.2,19.8,23.791362,90.400215,-80.7,-72.5
27,gulshan_banani_mohakhali,27,normal,09/06/2026 09:19:07.000,BD4819A,45,Band 1,eNB03104_SA,26,Band 3,57,353.8,22.3,23.794517,90.400694,-82.3,-71.6
28,gulshan_banani_mohakhali,28,normal,09/06/2026 09:19:39.000,eNB03104_SA,26,Band 3,URB-1391-C,19,Band 8,32,205.8,23.2,23.795533,90.401724,-87.7,-62.6
29,gulshan_banani_mohakhali,29,normal,09/06/2026 09:19:53.000,URB-1391-C,19,Band 8,SITE7725.SECB,135,Band 41,14,86.3,22.2,23.79549,90.402501,-74.4,-74.9
30,gulshan_banani_mohakhali,30,normal,09/06/2026 09:20:08.000,SITE7725.SECB,135,Band 41,RUSH9195C,145,Band 41,15,90.3,21.7,23.795381,90.403449,-79.9,-74.8
31,gulshan_banani_mohakhali,31,normal,09/06/2026 09:21:04.000,RUSH9195C,145,Band 41,SITE6519.SECA,86,Band 41,56,374,24,23.795207,90.407109,-85.9,-76.4
32,gulshan_banani_mohakhali,32,normal,09/06/2026 09:21:53.000,SITE6519.SECA,86,Band 41,eNB03104_SA,26,Band 3,49,379.3,27.9,23.795023,90.410828,-84.4,-69.8
33,gulshan_banani_mohakhali,33,normal,09/06/2026 09:22:30.000,eNB03104_SA,26,Band 3,SITE7725.SECB,135,Band 41,37,230.8,22.5,23.794918,90.41304,-78.6,-75.1
34,gulshan_banani_mohakhali,34,normal,09/06/2026 09:23:11.000,SITE7725.SECB,135,Band 41,RUSH3256A,35,Band 41,41,265.6,23.3,23.79344,90.414312,-88.8,-75.6
35,gulshan_banani_mohakhali,35,normal,09/06/2026 09:23:41.000,RUSH3256A,35,Band 41,BD3163B,91,Band 1,30,229.4,27.5,23.791318,90.414518,-79.4,-68.6
36,gulshan_banani_mohakhali,36,normal,09/06/2026 09:25:01.000,BD3163B,91,Band 1,RUSH4551B,42,Band 41,80,486.5,21.9,23.787109,90.414891,-86.9,-73.4
37,gulshan_banani_mohakhali,37,normal,09/06/2026 09:25:23.000,RUSH4551B,42,Band 41,URB-2361-B,33,Band 8,22,52.9,8.7,23.786571,90.41487,-83.3,-61.8
38,gulshan_banani_mohakhali,38,normal,09/06/2026 09:25:55.000,URB-2361-B,33,Band 8,SITE7725.SECB,135,Band 41,32,207.9,23.4,23.784622,90.41508,-75.3,-73.1
39,gulshan_banani_mohakhali,39,normal,09/06/2026 09:27:11.000,SITE7725.SECB,135,Band 41,RUSH8287A,68,Band 41,76,947.9,44.9,23.784351,90.415056,-84.6,-78.1
40,gulshan_banani_mohakhali,40,normal,09/06/2026 09:27:20.000,RUSH8287A,68,Band 41,URB-2361-B,33,Band 8,9,94.3,37.7,23.785194,90.415005,-85.2,-60.7
41,gulshan_banani_mohakhali,41,normal,09/06/2026 09:28:01.000,URB-2361-B,33,Band 8,eNB06427_SA,102,Band 3,41,376.1,33,23.788583,90.414755,-75.8,-74.6
42,gulshan_banani_mohakhali,42,normal,09/06/2026 09:28:21.000,eNB06427_SA,102,Band 3,BD4761A,97,Band 1,20,164.3,29.6,23.790019,90.414588,-79.3,-67.1
43,gulshan_banani_mohakhali,43,normal,09/06/2026 09:28:48.000,BD4761A,97,Band 1,BD4225B,61,Band 1,27,228.3,30.4,23.792049,90.414435,-79.1,-73.1
44,gulshan_banani_mohakhali,44,normal,09/06/2026 09:29:13.000,BD4225B,61,Band 1,SITE5999.SECB,60,Band 41,25,196.1,28.2,23.793795,90.414282,-82.3,-73.6
45,gulshan_banani_mohakhali,45,normal,09/06/2026 09:29:26.000,SITE5999.SECB,60,Band 41,SITE3198.SECA,113,Band 41,13,94.7,26.2,23.794648,90.414204,-87.9,-78.4
46,gulshan_banani_mohakhali,46,normal,09/06/2026 09:30:01.000,SITE3198.SECA,113,Band 41,SITE3967.SECA,79,Band 41,35,261.3,26.9,23.794943,90.411819,-83.9,-76.9
47,gulshan_banani_mohakhali,47,normal,09/06/2026 09:30:23.000,SITE3967.SECA,79,Band 41,BD4819A,45,Band 1,22,173.4,28.4,23.795032,90.410119,-84.8,-71.9
48,gulshan_banani_mohakhali,48,normal,09/06/2026 09:30:35.000,BD4819A,45,Band 1,URB-7926-C,117,Band 8,12,24.1,7.2,23.795044,90.409954,-74.4,-62.1
49,gulshan_banani_mohakhali,49,normal,09/06/2026 09:30:45.000,URB-7926-C,117,Band 8,RUSH8287A,68,Band 41,10,3.5,1.3,23.795039,90.409883,-74.7,-73.8
50,gulshan_banani_mohakhali,50,normal,09/06/2026 09:31:22.000,RUSH8287A,68,Band 41,SITE3198.SECA,113,Band 41,37,155,15.1,23.795135,90.408312,-85.7,-74.2
51,gulshan_banani_mohakhali,51,normal,09/06/2026 09:32:31.000,SITE3198.SECA,113,Band 41,BD4761A,97,Band 1,69,631.1,32.9,23.795473,90.402117,-85.9,-73.5
52,gulshan_banani_mohakhali,52,normal,09/06/2026 09:32:53.000,BD4761A,97,Band 1,BD7925B,89,Band 1,22,238.9,39.1,23.794627,90.400705,-83,-73.7
53,gulshan_banani_mohakhali,53,normal,09/06/2026 09:33:06.000,BD7925B,89,Band 1,SITE9906.SECB,110,Band 41,13,125.9,34.9,23.793447,90.40051,-81,-75
54,gulshan_banani_mohakhali,54,normal,09/06/2026 09:34:33.000,SITE9906.SECB,110,Band 41,RUSH4551B,42,Band 41,87,560.6,23.2,23.788559,90.399782,-86,-73.2
55,gulshan_banani_mohakhali,55,normal,09/06/2026 09:35:01.000,RUSH4551B,42,Band 41,SITE3967.SECA,79,Band 41,28,118.2,15.2,23.787491,90.399603,-84.1,-70.8
56,gulshan_banani_mohakhali,56,normal,09/06/2026 09:35:30.000,SITE3967.SECA,79,Band 41,eNB02986_SB,158,Band 3,29,126.6,15.7,23.78638,90.39942,-85.7,-71
57,gulshan_banani_mohakhali,57,normal,09/06/2026 09:35:57.000,eNB02986_SB,158,Band 3,SITE5999.SECB,60,Band 41,27,222.9,29.7,23.784269,90.399089,-84.3,-79.6
58,gulshan_banani_mohakhali,58,normal,09/06/2026 09:36:22.000,SITE5999.SECB,60,Band 41,BD6743A,143,Band 1,25,308.2,44.4,23.78158,90.398708,-83.1,-75.6
59,gulshan_banani_mohakhali,59,normal,09/06/2026 09:37:06.000,BD6743A,143,Band 1,BD3163B,91,Band 1,44,504.4,41.3,23.777234,90.399259,-79.3,-75.9
60,gulshan_banani_mohakhali,60,normal,09/06/2026 09:37:12.000,BD3163B,91,Band 1,SITE5858.SECC,36,Band 41,6,77.6,46.6,23.776527,90.399522,-85.7,-71.5
61,gulshan_banani_mohakhali,61,normal,09/06/2026 09:37:23.000,SITE5858.SECC,36,Band 41,RUSH8324B,93,Band 41,11,138.6,45.3,23.775324,90.399949,-84.6,-76.2
62,gulshan_banani_mohakhali,62,normal,09/06/2026 09:37:46.000,RUSH8324B,93,Band 41,eNB05980_SB,5,Band 3,23,291,45.6,23.77289,90.400858,-80,-74.1
63,gulshan_banani_mohakhali,63,normal,09/06/2026 09:38:39.000,eNB05980_SB,5,Band 3,SITE7516.SECB,129,Band 41,53,683.6,46.4,23.77704,90.399324,-80.3,-70
64,gulshan_banani_mohakhali,64,normal,09/06/2026 09:39:09.000,SITE7516.SECB,129,Band 41,URB-3785-B,82,Band 8,30,371.2,44.5,23.780216,90.398496,-86,-58.7
65,gulshan_banani_mohakhali,65,normal,09/06/2026 09:39:15.000,URB-3785-B,82,Band 8,BD6743A,143,Band 1,6,77,46.2,23.780901,90.398629,-71.2,-74.4
66,gulshan_banani_mohakhali,66,normal,09/06/2026 09:39:56.000,BD6743A,143,Band 1,BD2498C,124,Band 1,41,475.3,41.7,23.785115,90.399293,-80.8,-66.9
67,gulshan_banani_mohakhali,67,normal,09/06/2026 09:40:02.000,BD2498C,124,Band 1,SITE5999.SECB,60,Band 41,6,70.8,42.5,23.785728,90.399332,-80.7,-75.6
68,gulshan_banani_mohakhali,68,normal,09/06/2026 09:40:11.000,SITE5999.SECB,60,Band 41,eNB05980_SB,5,Band 3,9,112.4,44.9,23.78676,90.399505,-77.9,-75.7
69,gulshan_banani_mohakhali,69,normal,09/06/2026 09:40:34.000,eNB05980_SB,5,Band 3,RUSH8324B,93,Band 41,23,257.3,40.3,23.78902,90.399822,-76.7,-75.9
70,gulshan_banani_mohakhali,70,normal,09/06/2026 09:40:48.000,RUSH8324B,93,Band 41,SITE9906.SECB,110,Band 41,14,165.9,42.7,23.790527,90.400077,-84.4,-72
71,gulshan_banani_mohakhali,71,normal,09/06/2026 09:41:11.000,SITE9906.SECB,110,Band 41,URB-7926-C,117,Band 8,23,279.6,43.8,23.793014,90.400462,-87.2,-59.1
72,gulshan_banani_mohakhali,72,normal,09/06/2026 09:41:23.000,URB-7926-C,117,Band 8,SITE6519.SECA,86,Band 41,12,142.5,42.7,23.794319,90.400671,-69.8,-74
73,gulshan_banani_mohakhali,73,normal,09/06/2026 09:41:54.000,SITE6519.SECA,86,Band 41,SITE3967.SECA,79,Band 41,31,439,51,23.795413,90.403741,-85.7,-79.6
74,gulshan_banani_mohakhali,74,normal,09/06/2026 09:42:28.000,SITE3967.SECA,79,Band 41,BD4761A,97,Band 1,34,431.7,45.7,23.795187,90.407938,-89.9,-72
75,gulshan_banani_mohakhali,75,normal,09/06/2026 09:42:42.000,BD4761A,97,Band 1,BD4819A,45,Band 1,14,167.5,43.1,23.795103,90.409579,-79.3,-75.2
76,gulshan_banani_mohakhali,76,normal,09/06/2026 09:43:14.000,BD4819A,45,Band 1,BD2498C,124,Band 1,32,196.8,22.1,23.794957,90.411499,-84.2,-72.8
77,gulshan_banani_mohakhali,77,normal,09/06/2026 09:43:41.000,BD2498C,124,Band 1,URB-3785-B,82,Band 8,27,220.4,29.4,23.794881,90.413587,-76.1,-62.4
78,gulshan_banani_mohakhali,78,normal,09/06/2026 09:43:52.000,URB-3785-B,82,Band 8,SITE6519.SECA,86,Band 41,11,84.8,27.8,23.794551,90.414213,-73.4,-74.2
79,gulshan_banani_mohakhali,79,normal,09/06/2026 09:44:05.000,SITE6519.SECA,86,Band 41,RUSH8064C,144,Band 41,13,103.8,28.8,23.793646,90.414313,-79.3,-70.5
80,gulshan_banani_mohakhali,80,normal,09/06/2026 09:44:37.000,RUSH8064C,144,Band 41,eNB06271_SA,6,Band 3,32,220.8,24.8,23.791616,90.414444,-90.9,-70.1
81,gulshan_banani_mohakhali,81,normal,09/06/2026 09:45:23.000,eNB06271_SA,6,Band 3,RUSH9195C,145,Band 41,46,327.2,25.6,23.788737,90.414721,-80.7,-70.3
82,gulshan_banani_mohakhali,82,normal,09/06/2026 09:45:59.000,RUSH9195C,145,Band 41,BD2802A,71,Band 1,36,256,25.6,23.786482,90.414914,-82.7,-73.7
83,gulshan_banani_mohakhali,83,normal,09/06/2026 09:47:08.000,BD2802A,71,Band 1,RUSH2566B,65,Band 41,69,791.5,41.3,23.781202,90.415416,-79.3,-74
84,gulshan_banani_mohakhali,84,normal,09/06/2026 09:48:29.000,RUSH2566B,65,Band 41,eNB06427_SA,102,Band 3,81,707.5,31.4,23.787515,90.414838,-84.1,-72.9
85,gulshan_banani_mohakhali,85,normal,09/06/2026 09:48:54.000,eNB06427_SA,102,Band 3,SITE3967.SECA,79,Band 41,25,180.8,26,23.789085,90.414656,-83.8,-75.8
86,gulshan_banani_mohakhali,86,normal,09/06/2026 09:49:26.000,SITE3967.SECA,79,Band 41,eNB03982_SB,147,Band 3,32,237.7,26.7,23.791281,90.414469,-85.7,-75.7
87,gulshan_banani_mohakhali,87,normal,09/06/2026 09:50:13.000,eNB03982_SB,147,Band 3,eNB02986_SB,158,Band 3,47,316.7,24.3,23.794052,90.41428,-81.4,-75.2
88,gulshan_banani_mohakhali,88,normal,09/06/2026 09:50:35.000,eNB02986_SB,158,Band 3,SITE6519.SECA,86,Band 41,22,182.9,29.9,23.79487,90.413122,-87.8,-72.7
89,gulshan_banani_mohakhali,89,normal,09/06/2026 09:51:28.000,SITE6519.SECA,86,Band 41,RUSH3256A,35,Band 41,53,565.6,38.4,23.795191,90.407607,-80.9,-78.7
90,gulshan_banani_mohakhali,90,normal,09/06/2026 09:51:49.000,RUSH3256A,35,Band 41,eNB06427_SA,102,Band 3,21,245.1,42,23.795327,90.4052,-86.8,-73.5
91,gulshan_banani_mohakhali,91,normal,09/06/2026 09:52:19.000,eNB06427_SA,102,Band 3,BD6743A,143,Band 1,30,352.7,42.3,23.795528,90.401756,-84.7,-70.5
92,gulshan_banani_mohakhali,92,normal,09/06/2026 09:52:52.000,BD6743A,143,Band 1,URB-7699-B,58,Band 8,33,348.8,38,23.793344,90.400518,-83.1,-58.7
93,gulshan_banani_mohakhali,93,normal,09/06/2026 09:53:23.000,URB-7699-B,58,Band 8,URB-5413-C,41,Band 8,31,209.5,24.3,23.791418,90.400243,-69.6,-61.8
94,gulshan_banani_mohakhali,94,normal,09/06/2026 09:53:48.000,URB-5413-C,41,Band 8,SITE4105.SECC,7,Band 41,25,299.8,43.2,23.788756,90.399803,-70.5,-79.6
95,gulshan_banani_mohakhali,95,normal,09/06/2026 09:54:22.000,SITE4105.SECC,7,Band 41,eNB02986_SB,158,Band 3,34,361.2,38.2,23.785563,90.399341,-84,-73.4
96,gulshan_banani_mohakhali,96,normal,09/06/2026 09:55:02.000,eNB02986_SB,158,Band 3,BD2802A,71,Band 1,40,462.4,41.6,23.781446,90.398675,-78.4,-74.4
97,gulshan_banani_mohakhali,97,normal,09/06/2026 09:56:26.000,BD2802A,71,Band 1,SITE3967.SECA,79,Band 41,84,877.3,37.6,23.773891,90.400509,-85.1,-75.3
98,gulshan_banani_mohakhali,98,normal,09/06/2026 09:56:40.000,SITE3967.SECA,79,Band 41,SITE9906.SECB,110,Band 41,14,156.7,40.3,23.772546,90.400996,-87.8,-74.3
99,gulshan_banani_mohakhali,99,normal,09/06/2026 09:56:56.000,SITE9906.SECB,110,Band 41,BD2802A,71,Band 1,16,213.6,48.1,23.77337,90.400731,-88.6,-71.5
100,gulshan_banani_mohakhali,100,normal,09/06/2026 09:57:14.000,BD2802A,71,Band 1,BD4068A,22,Band 1,18,240.7,48.1,23.775388,90.399949,-77.4,-72.5
101,gulshan_banani_mohakhali,101,normal,09/06/2026 09:57:44.000,BD4068A,22,Band 1,URB-7926-C,117,Band 8,30,226.4,27.2,23.77736,90.399186,-90.3,-65
102,gulshan_banani_mohakhali,102,normal,09/06/2026 09:58:09.000,URB-7926-C,117,Band 8,BD4761A,97,Band 1,25,216,31.1,23.779141,90.398534,-73.1,-70.3
103,gulshan_banani_mohakhali,103,normal,09/06/2026 09:59:34.000,BD4761A,97,Band 1,eNB03104_SA,26,Band 3,85,793.4,33.6,23.786185,90.399409,-82.3,-72.7
104,gulshan_banani_mohakhali,104,normal,09/06/2026 09:59:40.000,eNB03104_SA,26,Band 3,RUSH8324B,93,Band 41,6,49.5,29.7,23.786568,90.399477,-82.5,-75.5
105,gulshan_banani_mohakhali,105,normal,09/06/2026 10:00:06.000,RUSH8324B,93,Band 41,URB-2361-B,33,Band 8,26,129.2,17.9,23.787756,90.399649,-78.4,-66.2
106,gulshan_banani_mohakhali,106,normal,09/06/2026 10:01:03.000,URB-2361-B,33,Band 8,BD7925B,89,Band 1,57,323.3,20.4,23.790624,90.400106,-68.4,-72
107,gulshan_banani_mohakhali,107,normal,09/06/2026 10:02:02.000,BD7925B,89,Band 1,URB-5413-C,41,Band 8,59,447.3,27.3,23.794613,90.400701,-90.6,-65.1
108,gulshan_banani_mohakhali,108,normal,09/06/2026 10:02:09.000,URB-5413-C,41,Band 8,BD4761A,97,Band 1,7,46.3,23.8,23.795002,90.400813,-68,-76.8
109,gulshan_banani_mohakhali,109,normal,09/06/2026 10:02:35.000,BD4761A,97,Band 1,eNB06427_SA,102,Band 3,26,187.8,26,23.795505,90.40205,-81.8,-75.4
110,gulshan_banani_mohakhali,110,normal,09/06/2026 10:02:49.000,eNB06427_SA,102,Band 3,BD4068A,22,Band 1,14,80.8,20.8,23.795468,90.402849,-85.4,-78.8
111,gulshan_banani_mohakhali,111,normal,09/06/2026 10:03:00.000,BD4068A,22,Band 1,SITE3198.SECA,113,Band 41,11,73.2,23.9,23.795442,90.403585,-85.8,-75.2
112,gulshan_banani_mohakhali,112,normal,09/06/2026 10:03:18.000,SITE3198.SECA,113,Band 41,BD4225B,61,Band 1,18,141,28.2,23.795324,90.404991,-86.8,-70.7
113,gulshan_banani_mohakhali,113,normal,09/06/2026 10:03:35.000,BD4225B,61,Band 1,BD2802A,71,Band 1,17,112.5,23.8,23.795275,90.406068,-83.4,-70.7
114,gulshan_banani_mohakhali,114,normal,09/06/2026 10:03:57.000,BD2802A,71,Band 1,BD6743A,143,Band 1,22,172.1,28.2,23.795183,90.407735,-82,-70.8
115,gulshan_banani_mohakhali,115,normal,09/06/2026 10:05:32.000,BD6743A,143,Band 1,URB-1391-C,19,Band 8,95,783.6,29.7,23.793633,90.414301,-85.1,-63.5
116,gulshan_banani_mohakhali,116,normal,09/06/2026 10:06:03.000,URB-1391-C,19,Band 8,URB-5413-C,41,Band 8,31,369.5,42.9,23.790317,90.414579,-72.1,-65.8
117,gulshan_banani_mohakhali,117,normal,09/06/2026 10:06:26.000,URB-5413-C,41,Band 8,eNB03104_SA,26,Band 3,23,239.4,37.5,23.78818,90.414759,-72.1,-68.2
118,gulshan_banani_mohakhali,118,normal,09/06/2026 10:06:44.000,eNB03104_SA,26,Band 3,SITE4105.SECC,7,Band 41,18,185.2,37,23.786524,90.414914,-82.5,-77
119,gulshan_banani_mohakhali,119,normal,09/06/2026 10:07:15.000,SITE4105.SECC,7,Band 41,SITE5858.SECC,36,Band 41,31,258.3,30,23.784312,90.415119,-86.2,-74.4
120,gulshan_banani_mohakhali,120,normal,09/06/2026 10:07:36.000,SITE5858.SECC,36,Band 41,URB-5413-C,41,Band 8,21,122.6,21,23.783075,90.415167,-87.1,-59.8
121,gulshan_banani_mohakhali,121,normal,09/06/2026 10:07:49.000,URB-5413-C,41,Band 8,RUSH5223C,16,Band 41,13,144.3,40,23.781815,90.415322,-75.8,-78.5
122,gulshan_banani_mohakhali,122,normal,09/06/2026 10:08:13.000,RUSH5223C,16,Band 41,eNB09837_SC,112,Band 3,24,283.6,42.5,23.781261,90.415388,-87.4,-72.5
123,gulshan_banani_mohakhali,123,normal,09/06/2026 10:08:23.000,eNB09837_SC,112,Band 3,SITE4105.SECC,7,Band 41,10,119.7,43.1,23.782321,90.415298,-84.5,-73.3
124,gulshan_banani_mohakhali,124,normal,09/06/2026 10:09:17.000,SITE4105.SECC,7,Band 41,SITE7516.SECB,129,Band 41,54,677.8,45.2,23.788389,90.414748,-79.9,-75
125,gulshan_banani_mohakhali,125,normal,09/06/2026 10:09:26.000,SITE7516.SECB,129,Band 41,RUSH9777A,118,Band 41,9,113.1,45.2,23.789417,90.414657,-80.5,-73.8
126,gulshan_banani_mohakhali,126,normal,09/06/2026 10:10:45.000,RUSH9777A,118,Band 41,BD4225B,61,Band 1,79,1007.2,45.9,23.795031,90.410222,-82.4,-71.8
127,gulshan_banani_mohakhali,127,normal,09/06/2026 10:12:40.000,BD4225B,61,Band 1,BD7925B,89,Band 1,115,1162.5,36.4,23.793736,90.400586,-79.9,-68.4
128,gulshan_banani_mohakhali,128,normal,09/06/2026 10:13:10.000,BD7925B,89,Band 1,BD2498C,124,Band 1,30,192,23,23.792097,90.400333,-82.1,-70.5
129,gulshan_banani_mohakhali,129,normal,09/06/2026 10:14:05.000,BD2498C,124,Band 1,eNB03982_SB,147,Band 3,55,391.6,25.6,23.788627,90.399772,-80.2,-71.8
130,gulshan_banani_mohakhali,130,normal,09/06/2026 10:15:03.000,eNB03982_SB,147,Band 3,eNB03104_SA,26,Band 3,58,269.9,16.8,23.786249,90.399395,-84.5,-65.7
131,gulshan_banani_mohakhali,131,normal,09/06/2026 10:15:21.000,eNB03104_SA,26,Band 3,URB-5413-C,41,Band 8,18,84.1,16.8,23.78548,90.39932,-82.6,-60.5
132,gulshan_banani_mohakhali,132,normal,09/06/2026 10:15:49.000,URB-5413-C,41,Band 8,SITE3198.SECA,113,Band 41,28,107.1,13.8,23.784568,90.399127,-71.8,-74.4
133,gulshan_banani_mohakhali,133,normal,09/06/2026 10:16:03.000,SITE3198.SECA,113,Band 41,URB-3995-B,21,Band 8,14,63.7,16.4,23.783923,90.399071,-84.7,-62.2
134,gulshan_banani_mohakhali,134,normal,09/06/2026 10:16:15.000,URB-3995-B,21,Band 8,URB-1391-C,19,Band 8,12,33.2,10,23.783713,90.399012,-70.2,-63.6
135,gulshan_banani_mohakhali,135,normal,09/06/2026 10:16:38.000,URB-1391-C,19,Band 8,eNB06427_SA,102,Band 3,23,101.5,15.9,23.782775,90.398864,-76.8,-73.6
136,gulshan_banani_mohakhali,136,normal,09/06/2026 10:17:18.000,eNB06427_SA,102,Band 3,BD2498C,124,Band 1,40,189.7,17.1,23.781094,90.398618,-83.4,-72
137,gulshan_banani_mohakhali,137,normal,09/06/2026 10:17:41.000,BD2498C,124,Band 1,URB-7109-B,106,Band 8,23,98.1,15.3,23.780226,90.398494,-78.6,-60.3
138,gulshan_banani_mohakhali,138,normal,09/06/2026 10:18:02.000,URB-7109-B,106,Band 8,URB-7926-C,117,Band 8,21,76.8,13.2,23.779537,90.398413,-63.8,-59.2
139,gulshan_banani_mohakhali,139,normal,09/06/2026 10:18:19.000,URB-7926-C,117,Band 8,URB-6488-B,115,Band 8,17,34.5,7.3,23.779245,90.39851,-67.6,-61.9
140,gulshan_banani_mohakhali,140,normal,09/06/2026 10:18:35.000,URB-6488-B,115,Band 8,RUSH8287A,68,Band 41,16,77.4,17.4,23.778626,90.398771,-73.3,-72.9
141,gulshan_banani_mohakhali,141,normal,09/06/2026 10:20:05.000,RUSH8287A,68,Band 41,BD6743A,143,Band 1,90,605.4,24.2,23.773393,90.400682,-88.1,-72.7
142,gulshan_banani_mohakhali,142,normal,09/06/2026 10:20:34.000,BD6743A,143,Band 1,SITE3967.SECA,79,Band 41,29,277.4,34.4,23.773043,90.400745,-81.1,-75.9
143,gulshan_banani_mohakhali,143,normal,09/06/2026 10:21:00.000,SITE3967.SECA,79,Band 41,eNB02457_SA,53,Band 3,26,234.4,32.5,23.775055,90.400047,-88.8,-71.3
