model,condition,regime,feature_set,variant,horizon_s,n,positive_rate,auprc,auprc_lift,auroc,brier,nll,ece,f1_best,f1_best_threshold,recall_at_fpr0.01,threshold_at_fpr0.01,recall_at_fpr0.05,threshold_at_fpr0.05,recall_at_fpr0.1,threshold_at_fpr0.1,precision_at_recall0.5,precision_at_recall0.8,auprc_point,auprc_ci_low,auprc_ci_high,auprc_n_groups,auprc_n_boot,auprc_bootstrap_se
lgbm,grouped_drive,topology_agnostic,rf_mob_hist_qoe,base,3.0,9079,0.09318206850974776,0.6720594651979169,7.212326104647622,0.9509744127809465,0.053635547074713956,0.19608015042717378,0.036569562762234685,0.6333514394350898,0.353996214712578,0.3475177304964539,0.9250244803398455,0.6867612293144209,0.35748306078219333,0.8238770685579196,0.08559942939112748,0.6991735537190082,0.4899135446685879,0.6720594651979169,0.6393501316425146,0.7147612541976174,14,300,0.01842369691010598
lgbm,grouped_drive,topology_agnostic,rf_mob_hist_qoe,base,5.0,9052,0.1541095890410959,0.7991313548370723,5.185474569165002,0.9543567555725941,0.06630586587239985,0.23070614703653136,0.04450611106643144,0.7156698964249916,0.37361111092273264,0.4,0.9554027407536664,0.7046594982078853,0.5461373364638197,0.8401433691756273,0.1913429188243399,0.850546780072904,0.636986301369863,0.7991313548370723,0.783450122890851,0.8174773127076078,14,300,0.008452528566633047
gru,grouped_drive,topology_agnostic,rf_mob_hist_qoe,base,1.0,9106,0.031078409839666154,0.35899890366182785,11.551392285316624,0.9463905172355099,0.0716560869857244,0.2072577474315378,0.09328025101869636,0.4138929088277858,0.8524354696273804,0.23674911660777384,0.9343206286430359,0.6289752650176679,0.765699565410614,0.8268551236749117,0.5455925464630127,0.35049019607843135,0.2203883495145631,0.35899890366182785,0.3332147396115696,0.4059576947346579,14,300,0.01943857973641087
gru,grouped_drive,topology_agnostic,rf_mob_hist_qoe,base,2.0,9092,0.06225252969643643,0.5525921956451443,8.876622337112458,0.9496447781013222,0.08441365123636098,0.2528255710759795,0.0979773499442051,0.5447530864197531,0.8503438234329224,0.28091872791519434,0.9605414271354675,0.6484098939929329,0.8336121439933777,0.8392226148409894,0.6284200549125671,0.539047619047619,0.3752066115702479,0.5525921956451443,0.5207318197565535,0.5880291157154786,14,300,0.017986266926869193
gru,grouped_drive,topology_agnostic,rf_mob_hist_qoe,base,3.0,9079,0.09318206850974776,0.6645142171210785,7.131352928182355,0.9515798583742587,0.08423688206343448,0.2551812871175098,0.0916004164753814,0.6262312078797305,0.7805700302124023,0.30141843971631205,0.9631388187408447,0.6595744680851063,0.815420925617218,0.8522458628841607,0.6259729266166687,0.6677165354330709,0.4963343108504399,0.6645142171210785,0.6393103959942468,0.690321110499858,14,300,0.013169371214527395
gru,grouped_drive,topology_agnostic,rf_mob_hist_qoe,base,5.0,9052,0.1541095890410959,0.7826259532042613,5.0783728519032065,0.9518536462290228,0.09021616617338443,0.2808039923738297,0.09569295865805717,0.7196597971867845,0.7331746816635132,0.3763440860215054,0.9645945429801941,0.6874551971326165,0.8275967240333557,0.8465949820788531,0.6465524435043335,0.8168028004667445,0.6443418013856813,0.7826259532042613,0.7638354713566317,0.8028448455309753,14,300,0.010489953677424715
tcn,grouped_drive,topology_agnostic,rf_mob_hist_qoe,base,1.0,9106,0.031078409839666154,0.38315123699139486,12.328534148564104,0.9502833303095949,0.08554791663100976,0.24423980204450682,0.11871949446421065,0.447900466562986,0.8860835433006287,0.26855123674911663,0.9339978098869324,0.6466431095406361,0.8219032883644104,0.8268551236749117,0.6233878135681152,0.4034090909090909,0.23282051282051283,0.38315123699139486,0.34892924961803284,0.4349337441856069,14,300,0.022067728475627654
tcn,grouped_drive,topology_agnostic,rf_mob_hist_qoe,base,2.0,9092,0.06225252969643643,0.5603113603954027,9.000619944726152,0.951351882290628,0.09788281256168037,0.28845502545766155,0.12389975444780074,0.570300157977883,0.8894773721694946,0.30565371024734983,0.9570987820625305,0.6784452296819788,0.8596594929695129,0.8303886925795053,0.6928437948226929,0.570281124497992,0.3794829024186822,0.5603113603954027,0.5167578595023976,0.6097948621654072,14,300,0.023615989657012115
tcn,grouped_drive,topology_agnostic,rf_mob_hist_qoe,base,3.0,9079,0.09318206850974776,0.6703396980212617,7.193870116235266,0.951683804926205,0.09548316146948253,0.2887458162967575,0.11429730603479066,0.628668171557562,0.8681746125221252,0.3191489361702128,0.966163158416748,0.6749408983451537,0.855639636516571,0.8286052009456265,0.669350802898407,0.7012987012987013,0.4916485112563544,0.6703396980212617,0.6347202075287602,0.7010007044252097,14,300,0.017663162016240106
tcn,grouped_drive,topology_agnostic,rf_mob_hist_qoe,base,5.0,9052,0.1541095890410959,0.7836213171119062,5.0848316577039245,0.9504075030555124,0.09314647682194588,0.2859636579685222,0.10102674737765582,0.7119422572178478,0.7396939992904663,0.37132616487455194,0.959674596786499,0.6709677419354839,0.8337996602058411,0.8365591397849462,0.6468279361724854,0.816374269005848,0.6377142857142857,0.7836213171119062,0.7619340422486485,0.8028144498795522,14,300,0.01094751138448902
transformer,grouped_drive,topology_agnostic,rf_mob_hist_qoe,base,1.0,9106,0.031078409839666154,0.37804787308105964,12.164324849032258,0.9502953451647617,0.07689054535363894,0.2154012333757882,0.11192647327358482,0.43791722296395197,0.7923479676246643,0.2826855123674912,0.8902263045310974,0.6501766784452296,0.7507683634757996,0.8409893992932862,0.5880541801452637,0.3670886075949367,0.22072936660268713,0.37804787308105964,0.3448571542403337,0.4331942256078594,14,300,0.021913002182113953
transformer,grouped_drive,topology_agnostic,rf_mob_hist_qoe,base,2.0,9092,0.06225252969643643,0.5723215697779656,9.19354719509057,0.9524049902646572,0.08633223289983118,0.24441006387769867,0.11154808822832428,0.5590361445783133,0.8261400461196899,0.2950530035335689,0.9216204881668091,0.6590106007067138,0.7931593656539917,0.8374558303886925,0.6474173069000244,0.5912863070539419,0.383248730964467,0.5723215697779656,0.5414040431054518,0.6163252218541695,14,300,0.019862491945228253
transformer,grouped_drive,topology_agnostic,rf_mob_hist_qoe,base,3.0,9079,0.09318206850974776,0.6848396131818979,7.349478543827956,0.9538309329432754,0.08167853343738622,0.23504997284184914,0.09574559957787197,0.6331012319228709,0.7630463242530823,0.33451536643026003,0.9145005941390991,0.6761229314420804,0.773573100566864,0.8404255319148937,0.6219290494918823,0.7260504201680672,0.5033457249070632,0.6848396131818979,0.6537261810750968,0.7154128106465787,14,300,0.015609095393928019
transformer,grouped_drive,topology_agnostic,rf_mob_hist_qoe,base,5.0,9052,0.1541095890410959,0.8017221739078687,5.202286106246614,0.9551390884158286,0.07903545905362272,0.2372525858737624,0.07585305849339612,0.7216783216783217,0.7268772721290588,0.40860215053763443,0.9052629470825195,0.7139784946236559,0.7508797645568848,0.843010752688172,0.6019122004508972,0.8484848484848485,0.6432681242807825,0.8017221739078687,0.7845362115281114,0.8180799211162197,14,300,0.009258549886740894
